Auction Time,Edge Label,Good,Fisher Prices,New Prices,Capacity
1,e128,"V007_8, V007_8_dep",0.0,0.0,2.0
1,e129,"V007_8, V007_9",0.0,0.0,7.0
1,e130,"V006_7_arr, V006_7",0.0,0.0,1.0
1,e131,"V006_8, V006_8_dep",0.0,0.0,4.0
1,e132,"V006_8, V006_9",0.0,0.0,8.0
1,e133,"V001_7_dep, V002_12_arr",0.0,0.0,3.0
1,e134,"V001_7_arr, V001_7",0.0,0.0,2.0
1,e135,"V001_8, V001_8_dep",0.0,0.0,1.0
1,e136,"V001_8, V001_9",0.0,0.0,7.0
1,e137,"V002_8_arr, V002_8",0.0,0.0,1.0
1,e138,"V002_9, V002_9_dep",0.0,0.0,5.0
1,e139,"V002_9, V002_10",0.0,0.0,8.0
1,e140,"V003_8_dep, V006_30_arr",0.0,0.0,4.0
1,e141,"V003_8_arr, V003_8",0.0,0.0,2.0
1,e142,"V003_9, V003_9_dep",0.0,0.0,1.0
1,e143,"V003_9, V003_10",0.0,0.0,7.0
1,e144,"V007_8_dep, V002_46_arr",0.0,0.0,3.0
1,e145,"V007_8_arr, V007_8",0.0,0.0,1.0
1,e146,"V007_9, V007_9_dep",0.0,0.0,2.0
1,e147,"V007_9, V007_10",0.0,0.0,7.0
1,e148,"V006_8_arr, V006_8",0.0,0.0,1.0
1,e149,"V006_9, V006_9_dep",0.0,0.0,4.0
1,e150,"V006_9, V006_10",0.0,0.0,8.0
1,e151,"V001_8_dep, V002_13_arr",0.0,0.0,3.0
1,e152,"V001_8_arr, V001_8",0.0,0.0,2.0
1,e153,"V001_9, V001_9_dep",0.0,0.0,1.0
1,e154,"V001_9, V001_10",0.0,0.0,7.0
1,e155,"V002_9_arr, V002_9",0.0,0.0,1.0
1,e156,"V002_10, V002_10_dep",0.0,0.0,5.0
1,e157,"V002_10, V002_11",0.0,0.0,8.0
1,e158,"V003_9_dep, V006_31_arr",0.0,0.0,4.0
1,e159,"V003_9_arr, V003_9",0.0,0.0,2.0
1,e160,"V003_10, V003_10_dep",0.0,0.0,1.0
1,e161,"V003_10, V003_11",0.0,0.0,7.0
1,e162,"V007_9_dep, V002_47_arr",0.0,0.0,3.0
1,e163,"V007_9_arr, V007_9",0.0,0.0,1.0
1,e164,"V007_10, V007_10_dep",0.0,0.0,2.0
1,e165,"V007_10, V007_11",0.0,0.0,7.0
1,e166,"V006_9_arr, V006_9",0.0,0.0,1.0
1,e167,"V006_10, V006_10_dep",0.0,0.0,4.0
1,e168,"V006_10, V006_11",0.0,0.0,8.0
1,e169,"V001_9_dep, V002_14_arr",0.0,0.0,3.0
1,e170,"V001_9_arr, V001_9",0.0,0.0,2.0
1,e171,"V001_10, V001_10_dep",0.0,0.0,1.0
1,e172,"V001_10, V001_11",0.0,0.0,7.0
1,e173,"V002_10_arr, V002_10",0.0,0.0,1.0
1,e174,"V002_11, V002_11_dep",0.0,0.0,5.0
1,e175,"V002_11, V002_12",0.0,0.0,8.0
1,e176,"V003_10_dep, V006_32_arr",0.0,0.0,4.0
1,e177,"V003_10_arr, V003_10",0.0,0.0,2.0
1,e178,"V003_11, V003_11_dep",0.0,0.0,1.0
1,e179,"V003_11, V003_12",0.0,0.0,7.0
1,e180,"V007_10_dep, V002_48_arr",0.0,0.0,3.0
1,e181,"V007_10_arr, V007_10",0.0,0.0,1.0
1,e182,"V007_11, V007_11_dep",0.0,0.0,2.0
1,e183,"V007_11, V007_12",0.0,0.0,7.0
1,e184,"V006_10_arr, V006_10",0.0,0.0,1.0
1,e185,"V006_11, V006_11_dep",0.0,0.0,4.0
1,e186,"V006_11, V006_12",0.0,0.0,8.0
1,e187,"V001_10_dep, V002_15_arr",0.0,0.0,3.0
1,e188,"V001_10_arr, V001_10",0.0,0.0,2.0
1,e189,"V001_11, V001_11_dep",0.0,0.0,1.0
1,e190,"V001_11, V001_12",0.0,0.0,7.0
1,e191,"V002_11_arr, V002_11",0.0,0.0,1.0
1,e192,"V002_12, V002_12_dep",0.0,0.0,5.0
1,e193,"V002_12, V002_13",0.0,0.0,8.0
1,e194,"V003_11_dep, V006_33_arr",0.0,0.0,4.0
1,e195,"V003_11_arr, V003_11",0.0,0.0,2.0
1,e196,"V003_12, V003_12_dep",0.0,0.0,1.0
1,e197,"V003_12, V003_13",0.0,0.0,7.0
1,e198,"V007_11_dep, V002_49_arr",0.0,0.0,3.0
1,e199,"V007_11_arr, V007_11",0.0,0.0,1.0
1,e200,"V007_12, V007_12_dep",0.0,0.0,2.0
1,e201,"V007_12, V007_13",0.0,0.0,7.0
1,e202,"V006_11_arr, V006_11",0.0,0.0,1.0
1,e203,"V006_12, V006_12_dep",0.0,0.0,4.0
1,e204,"V006_12, V006_13",0.0,0.0,8.0
1,e205,"V001_11_dep, V002_16_arr",0.0,0.0,3.0
1,e206,"V001_11_arr, V001_11",0.0,0.0,2.0
1,e207,"V001_12, V001_12_dep",0.0,0.0,1.0
1,e208,"V001_12, V001_13",0.0,0.0,7.0
1,e209,"V002_12_arr, V002_12",0.0,0.0,1.0
1,e210,"V002_13, V002_13_dep",0.0,0.0,5.0
1,e211,"V002_13, V002_14",0.0,0.0,8.0
1,e212,"V003_12_dep, V006_34_arr",0.0,0.0,4.0
1,e213,"V003_12_arr, V003_12",0.0,0.0,2.0
1,e214,"V003_13, V003_13_dep",0.0,0.0,1.0
1,e215,"V003_13, V003_14",0.0,0.0,7.0
1,e216,"V007_12_dep, V002_50_arr",0.0,0.0,3.0
1,e217,"V007_12_arr, V007_12",0.0,0.0,1.0
1,e218,"V007_13, V007_13_dep",0.0,0.0,2.0
1,e219,"V007_13, V007_14",0.0,0.0,7.0
1,e220,"V006_12_arr, V006_12",0.0,0.0,1.0
1,e221,"V006_13, V006_13_dep",0.0,0.0,4.0
1,e222,"V006_13, V006_14",0.0,0.0,8.0
1,e223,"V001_12_dep, V002_17_arr",0.0,0.0,3.0
1,e224,"V001_12_arr, V001_12",0.0,0.0,2.0
1,e225,"V001_13, V001_13_dep",0.0,0.0,1.0
1,e226,"V001_13, V001_14",0.0,0.0,7.0
1,e227,"V002_13_arr, V002_13",0.0,0.0,1.0
1,e228,"V002_14, V002_14_dep",0.0,0.0,5.0
1,e229,"V002_14, V002_15",0.0,0.0,8.0
1,e230,"V003_13_dep, V006_35_arr",0.0,0.0,4.0
1,e231,"V003_13_arr, V003_13",0.0,0.0,2.0
1,e232,"V003_14, V003_14_dep",0.0,0.0,1.0
1,e233,"V003_14, V003_15",0.0,0.0,7.0
1,e234,"V007_13_dep, V002_51_arr",0.0,0.0,3.0
1,e235,"V007_13_arr, V007_13",0.0,0.0,1.0
1,e236,"V007_14, V007_14_dep",0.0,0.0,2.0
1,e237,"V007_14, V007_15",0.0,0.0,7.0
1,e238,"V006_13_arr, V006_13",0.0,0.0,1.0
1,e239,"V006_14, V006_14_dep",0.0,0.0,4.0
1,e240,"V006_14, V006_15",0.0,0.0,8.0
1,e241,"V001_13_dep, V002_18_arr",0.0,0.0,3.0
1,e242,"V001_13_arr, V001_13",0.0,0.0,2.0
1,e243,"V001_14, V001_14_dep",0.0,0.0,1.0
1,e244,"V001_14, V001_15",0.0,0.0,7.0
1,e245,"V002_14_arr, V002_14",0.0,0.0,1.0
1,e246,"V002_15, V002_15_dep",0.0,0.0,5.0
1,e247,"V002_15, V002_16",0.0,0.0,8.0
1,e248,"V003_14_dep, V006_36_arr",0.0,0.0,4.0
1,e249,"V003_14_arr, V003_14",0.0,0.0,2.0
1,e250,"V003_15, V003_15_dep",0.0,0.0,1.0
1,e251,"V003_15, V003_16",0.0,0.0,7.0
1,e252,"V007_14_dep, V002_52_arr",0.0,0.0,3.0
1,e253,"V007_14_arr, V007_14",0.0,0.0,1.0
1,e254,"V007_15, V007_15_dep",0.0,0.0,2.0
1,e255,"V007_15, V007_16",0.0,0.0,7.0
1,e256,"V006_14_arr, V006_14",0.0,0.0,1.0
1,e257,"V006_15, V006_15_dep",0.0,0.0,4.0
1,e258,"V006_15, V006_16",0.0,0.0,8.0
1,e259,"V001_14_dep, V002_19_arr",0.0,0.0,3.0
1,e260,"V001_14_arr, V001_14",0.0,0.0,2.0
1,e261,"V001_15, V001_15_dep",0.0,0.0,1.0
1,e262,"V001_15, V001_16",0.0,0.0,7.0
1,e263,"V002_15_arr, V002_15",0.0,0.0,1.0
1,e264,"V002_16, V002_16_dep",0.0,0.0,5.0
1,e265,"V002_16, V002_17",0.0,0.0,8.0
1,e266,"V003_15_dep, V006_37_arr",0.0,0.0,4.0
1,e267,"V003_15_arr, V003_15",0.0,0.0,2.0
1,e268,"V003_16, V003_16_dep",0.0,0.0,1.0
1,e269,"V003_16, V003_17",0.0,0.0,7.0
1,e270,"V007_15_dep, V002_53_arr",0.0,0.0,3.0
1,e271,"V007_15_arr, V007_15",0.0,0.0,1.0
1,e272,"V007_16, V007_16_dep",0.0,0.0,2.0
1,e273,"V007_16, V007_17",0.0,0.0,7.0
1,e274,"V006_15_arr, V006_15",0.0,0.0,1.0
1,e275,"V006_16, V006_16_dep",0.0,0.0,4.0
1,e276,"V006_16, V006_17",0.0,0.0,8.0
1,e277,"V001_15_dep, V002_20_arr",0.0,0.0,3.0
1,e278,"V001_15_arr, V001_15",0.0,0.0,2.0
1,e279,"V001_16, V001_16_dep",0.0,0.0,1.0
1,e280,"V001_16, V001_17",0.0,0.0,7.0
1,e281,"V002_16_arr, V002_16",0.0,0.0,1.0
1,e282,"V002_17, V002_17_dep",0.0,0.0,5.0
1,e283,"V002_17, V002_18",0.0,0.0,8.0
1,e284,"V003_16_dep, V006_38_arr",0.0,0.0,4.0
1,e285,"V003_16_arr, V003_16",0.0,0.0,2.0
1,e286,"V003_17, V003_17_dep",0.0,0.0,1.0
1,e287,"V003_17, V003_18",0.0,0.0,7.0
1,e288,"V007_16_dep, V002_54_arr",0.0,0.0,3.0
1,e289,"V007_16_arr, V007_16",0.0,0.0,1.0
1,e290,"V007_17, V007_17_dep",0.0,0.0,2.0
1,e291,"V007_17, V007_18",0.0,0.0,7.0
1,e292,"V006_16_arr, V006_16",0.0,0.0,1.0
1,e293,"V006_17, V006_17_dep",0.0,0.0,4.0
1,e294,"V006_17, V006_18",0.0,0.0,8.0
1,e295,"V001_16_dep, V002_21_arr",0.0,0.0,3.0
1,e296,"V001_16_arr, V001_16",0.0,0.0,2.0
1,e297,"V001_17, V001_17_dep",0.0,0.0,1.0
1,e298,"V001_17, V001_18",0.0,0.0,7.0
1,e299,"V002_17_arr, V002_17",0.0,0.0,1.0
1,e300,"V002_18, V002_18_dep",0.0,0.0,5.0
1,e301,"V002_18, V002_19",0.0,0.0,8.0
1,e302,"V003_17_dep, V006_39_arr",0.0,0.0,4.0
1,e303,"V003_17_arr, V003_17",0.0,0.0,2.0
1,e304,"V003_18, V003_18_dep",0.0,0.0,1.0
1,e305,"V003_18, V003_19",0.0,0.0,7.0
1,e306,"V007_17_dep, V002_55_arr",0.0,0.0,3.0
1,e307,"V007_17_arr, V007_17",0.0,0.0,1.0
1,e308,"V007_18, V007_18_dep",0.0,0.0,2.0
1,e309,"V007_18, V007_19",0.0,0.0,7.0
1,e310,"V006_17_arr, V006_17",0.0,0.0,1.0
1,e311,"V006_18, V006_18_dep",0.0,0.0,4.0
1,e312,"V006_18, V006_19",0.0,0.0,8.0
1,e313,"V001_17_dep, V002_22_arr",0.0,0.0,3.0
1,e314,"V001_17_arr, V001_17",0.0,0.0,2.0
1,e315,"V001_18, V001_18_dep",0.0,0.0,1.0
1,e316,"V001_18, V001_19",0.0,0.0,7.0
1,e317,"V002_18_arr, V002_18",18.306449375118298,18.306449375118298,1.0
1,e318,"V002_19, V002_19_dep",0.0,0.0,5.0
1,e319,"V002_19, V002_20",0.0,0.0,8.0
1,e320,"V003_18_dep, V006_40_arr",0.0,0.0,4.0
1,e321,"V003_18_arr, V003_18",0.0,0.0,2.0
1,e322,"V003_19, V003_19_dep",0.0,0.0,1.0
1,e323,"V003_19, V003_20",0.0,0.0,7.0
1,e324,"V007_18_dep, V002_56_arr",0.0,0.0,3.0
1,e325,"V007_18_arr, V007_18",0.0,0.0,1.0
1,e326,"V007_19, V007_19_dep",0.0,0.0,2.0
1,e327,"V007_19, V007_20",0.0,0.0,7.0
1,e328,"V006_18_arr, V006_18",0.0,0.0,1.0
1,e329,"V006_19, V006_19_dep",0.0,0.0,4.0
1,e330,"V006_19, V006_20",0.0,0.0,8.0
1,e331,"V001_18_dep, V002_23_arr",0.0,0.0,3.0
1,e332,"V001_18_arr, V001_18",0.0,0.0,2.0
1,e333,"V001_19, V001_19_dep",0.0,0.0,1.0
1,e334,"V001_19, V001_20",0.0,0.0,7.0
1,e335,"V002_19_arr, V002_19",8.035298904316361,8.035298904316361,1.0
1,e336,"V002_20, V002_20_dep",0.0,0.0,5.0
1,e337,"V002_20, V002_21",0.0,0.0,8.0
1,e338,"V003_19_dep, V006_41_arr",0.0,0.0,4.0
1,e339,"V003_19_arr, V003_19",0.0,0.0,2.0
1,e340,"V003_20, V003_20_dep",0.0,0.0,1.0
1,e341,"V003_20, V003_21",0.0,0.0,7.0
1,e342,"V007_19_dep, V002_57_arr",0.0,0.0,3.0
1,e343,"V007_19_arr, V007_19",0.0,0.0,1.0
1,e344,"V007_20, V007_20_dep",0.0,0.0,2.0
1,e345,"V007_20, V007_21",0.0,0.0,7.0
1,e346,"V006_19_arr, V006_19",0.0,0.0,1.0
1,e347,"V006_20, V006_20_dep",0.0,0.0,4.0
1,e348,"V006_20, V006_21",0.0,0.0,8.0
1,e349,"V001_19_dep, V002_24_arr",0.0,0.0,3.0
1,e350,"V001_19_arr, V001_19",0.0,0.0,2.0
1,e351,"V001_20, V001_20_dep",0.0,0.0,1.0
1,e352,"V001_20, V001_21",0.0,0.0,7.0
1,e353,"V002_20_arr, V002_20",0.2881137674649942,0.2881137674649942,1.0
1,e354,"V002_21, V002_21_dep",0.0,0.0,5.0
1,e355,"V002_21, V002_22",0.0,0.0,8.0
1,e356,"V003_20_dep, V006_42_arr",0.0,0.0,4.0
1,e357,"V003_20_arr, V003_20",0.0,0.0,2.0
1,e358,"V003_21, V003_21_dep",0.0,0.0,1.0
1,e359,"V003_21, V003_22",0.0,0.0,7.0
1,e360,"V007_20_dep, V002_58_arr",0.0,0.0,3.0
1,e361,"V007_20_arr, V007_20",0.0,0.0,1.0
1,e362,"V007_21, V007_21_dep",0.0,0.0,2.0
1,e363,"V007_21, V007_22",0.0,0.0,7.0
1,e364,"V006_20_arr, V006_20",0.0,0.0,1.0
1,e365,"V006_21, V006_21_dep",0.0,0.0,4.0
1,e366,"V006_21, V006_22",0.0,0.0,8.0
1,e367,"V001_20_dep, V002_25_arr",0.0,0.0,3.0
1,e368,"V001_20_arr, V001_20",0.0,0.0,2.0
1,e369,"V001_21, V001_21_dep",0.0,0.0,1.0
1,e370,"V001_21, V001_22",0.0,0.0,7.0
1,e371,"V002_21_arr, V002_21",0.0,0.0,1.0
1,e372,"V002_22, V002_22_dep",0.0,0.0,5.0
1,e373,"V002_22, V002_23",0.0,0.0,8.0
1,e374,"V003_21_dep, V006_43_arr",0.0,0.0,4.0
1,e375,"V003_21_arr, V003_21",0.0,0.0,2.0
1,e376,"V003_22, V003_22_dep",0.0,0.0,1.0
1,e377,"V003_22, V003_23",0.0,0.0,7.0
1,e378,"V007_21_dep, V002_59_arr",0.0,0.0,3.0
1,e379,"V007_21_arr, V007_21",0.0,0.0,1.0
1,e380,"V007_22, V007_22_dep",0.0,0.0,2.0
1,e381,"V007_22, V007_23",0.0,0.0,7.0
1,e382,"V006_21_arr, V006_21",0.0,0.0,1.0
1,e383,"V006_22, V006_22_dep",0.0,0.0,4.0
1,e384,"V006_22, V006_23",0.0,0.0,8.0
1,e385,"V001_21_dep, V002_26_arr",0.0,0.0,3.0
1,e386,"V001_21_arr, V001_21",0.0,0.0,2.0
1,e387,"V001_22, V001_22_dep",0.0,0.0,1.0
1,e388,"V001_22, V001_23",0.0,0.0,7.0
1,e389,"V002_22_arr, V002_22",0.0,0.0,1.0
1,e390,"V002_23, V002_23_dep",0.0,0.0,5.0
1,e391,"V002_23, V002_24",0.0,0.0,8.0
1,e392,"V003_22_dep, V006_44_arr",0.0,0.0,4.0
1,e393,"V003_22_arr, V003_22",0.0,0.0,2.0
1,e394,"V003_23, V003_23_dep",0.0,0.0,1.0
1,e395,"V003_23, V003_24",0.0,0.0,7.0
1,e396,"V007_22_dep, V002_60_arr",0.0,0.0,3.0
1,e397,"V007_22_arr, V007_22",0.0,0.0,1.0
1,e398,"V007_23, V007_23_dep",0.0,0.0,2.0
1,e399,"V007_23, V007_24",0.0,0.0,7.0
1,e400,"V006_22_arr, V006_22",0.0,0.0,1.0
1,e401,"V006_23, V006_23_dep",0.0,0.0,4.0
1,e402,"V006_23, V006_24",0.0,0.0,8.0
1,e403,"V001_22_dep, V002_27_arr",0.0,0.0,3.0
1,e404,"V001_22_arr, V001_22",0.0,0.0,2.0
1,e405,"V001_23, V001_23_dep",0.0,0.0,1.0
1,e406,"V001_23, V001_24",0.0,0.0,7.0
1,e407,"V002_23_arr, V002_23",0.0,0.0,1.0
1,e408,"V002_24, V002_24_dep",0.0,0.0,5.0
1,e409,"V002_24, V002_25",0.0,0.0,8.0
1,e410,"V003_23_dep, V006_45_arr",0.0,0.0,4.0
1,e411,"V003_23_arr, V003_23",0.0,0.0,2.0
1,e412,"V003_24, V003_24_dep",0.0,0.0,1.0
1,e413,"V003_24, V003_25",0.0,0.0,7.0
1,e414,"V007_23_dep, V002_61_arr",0.0,0.0,3.0
1,e415,"V007_23_arr, V007_23",0.0,0.0,1.0
1,e416,"V007_24, V007_24_dep",0.0,0.0,2.0
1,e417,"V007_24, V007_25",0.0,0.0,7.0
1,e418,"V006_23_arr, V006_23",0.0,0.0,1.0
1,e419,"V006_24, V006_24_dep",0.0,0.0,4.0
1,e420,"V006_24, V006_25",0.0,0.0,8.0
1,e421,"V001_23_dep, V002_28_arr",0.0,0.0,3.0
1,e422,"V001_23_arr, V001_23",0.0,0.0,2.0
1,e423,"V001_24, V001_24_dep",0.0,0.0,1.0
1,e424,"V001_24, V001_25",0.0,0.0,7.0
1,e425,"V002_24_arr, V002_24",0.0,0.0,1.0
1,e426,"V002_25, V002_25_dep",0.0,0.0,5.0
1,e427,"V002_25, V002_26",0.0,0.0,8.0
1,e428,"V003_24_dep, V006_46_arr",0.0,0.0,4.0
1,e429,"V003_24_arr, V003_24",0.0,0.0,2.0
1,e430,"V003_25, V003_25_dep",0.0,0.0,1.0
1,e431,"V003_25, V003_26",0.0,0.0,7.0
1,e432,"V007_24_dep, V002_62_arr",0.0,0.0,3.0
1,e433,"V007_24_arr, V007_24",0.0,0.0,1.0
1,e434,"V007_25, V007_25_dep",0.0,0.0,2.0
1,e435,"V007_25, V007_26",0.0,0.0,7.0
1,e436,"V006_24_arr, V006_24",0.0,0.0,1.0
1,e437,"V006_25, V006_25_dep",0.0,0.0,4.0
1,e438,"V006_25, V006_26",0.0,0.0,8.0
1,e439,"V001_24_dep, V002_29_arr",0.0,0.0,3.0
1,e440,"V001_24_arr, V001_24",0.0,0.0,2.0
1,e441,"V001_25, V001_25_dep",0.0,0.0,1.0
1,e442,"V001_25, V001_26",0.0,0.0,7.0
1,e443,"V002_25_arr, V002_25",0.0,0.0,1.0
1,e444,"V002_26, V002_26_dep",0.0,0.0,5.0
1,e445,"V002_26, V002_27",0.0,0.0,8.0
1,e446,"V003_25_dep, V006_47_arr",0.0,0.0,4.0
1,e447,"V003_25_arr, V003_25",0.0,0.0,2.0
1,e448,"V003_26, V003_26_dep",0.0,0.0,1.0
1,e449,"V003_26, V003_27",0.0,0.0,7.0
1,e450,"V007_25_dep, V002_63_arr",0.0,0.0,3.0
1,e451,"V007_25_arr, V007_25",0.0,0.0,1.0
1,e452,"V007_26, V007_26_dep",0.0,0.0,2.0
1,e453,"V007_26, V007_27",0.0,0.0,7.0
